"TIPO_DATO34","Tipo dato","T_BIS","Periodo temporale","SEXISTAT1","Sesso","COMPAGNIA","Persone presenti","TITOLO_STUDIO","Titolo di studio","NUMEROSITA","Ampiezza della famiglia","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",6.03,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",77.84,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",83.75,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",84.51,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",82.74,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",83,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",3.14,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",5.13,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",5.35,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",6.03,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",5.1,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.15,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",6.12,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",6.38,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",7.05,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",6.12,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",76.2,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",84.31,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",84.14,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",85.36,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",83.17,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",3.1,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",5.27,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",5.46,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",6.29,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",5.21,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.13,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",6.24,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",6.49,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",7.27,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",6.24,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",75.16,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",85.06,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",84.43,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",87.03,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",83.6,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",3.27,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",3.17,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",4,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",4.14,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",3.42,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.21,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",4.32,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","7","diploma","TOT","totale","2013","2013",5.07,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","11","laurea e post-laurea","TOT","totale","2013","2013",5.18,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","99","totale","TOT","totale","2013","2013",4.49,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",79.5,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHPEO","con altre persone che conosce","4","licenza di scuola media","TOT","totale","2013","2013",72.44,,
